year,state,state_po,state_fips,state_cen,state_ic,office,district,stage,special,candidate,candidate_num,party,writein,mode,candidatevotes,totalvotes,unofficial,version,Vote_Percent,candidate_scale,Vote_Percent_abs,Party_Label,text,Points,Year_Abrv
1982,New Jersey,NJ,34,22,12,US Senate,statewide,gen,FALSE,Frank R. Lautenberg,2,democrat,FALSE,total,1117549,2193945,FALSE,20171011,0.509378767,1,0.509378767,D,Frank R. Lautenberg (D) 50.9%<br>,50.9%,82
1982,New Jersey,NJ,34,22,12,US Senate,statewide,gen,FALSE,Henry Koch,4,libertarian,FALSE,total,9934,2193945,FALSE,20171011,0.004527917,1,0.004527917,L,Henry Koch (L) 0.5%<br>,0.5%,82
1982,New Jersey,NJ,34,22,12,US Senate,statewide,gen,FALSE,Claire Moriarty,4,socialist workers,FALSE,total,3726,2193945,FALSE,20171011,0.001698311,1,0.001698311,Other,Claire Moriarty (Other) 0.2%<br>,0.2%,82
1982,New Jersey,NJ,34,22,12,US Senate,statewide,gen,FALSE,Julius Levin,4,socialist labor,FALSE,total,5580,2193945,FALSE,20171011,0.002543364,1,0.002543364,Other,Julius Levin (Other) 0.3%<br>,0.3%,82
1982,New Mexico,NM,35,85,66,US Senate,statewide,gen,FALSE,Harrison H. Schmitt,-1,republican,FALSE,total,187128,404810,FALSE,20171011,-0.462261308,-1,0.462261308,R,Harrison H. Schmitt (R) 46.2%<br>,46.2%,82
1982,New Mexico,NM,35,85,66,US Senate,statewide,gen,FALSE,Jeff Bingaman,2,democrat,FALSE,total,217682,404810,FALSE,20171011,0.537738692,1,0.537738692,D,Jeff Bingaman (D) 53.8%<br>,53.8%,82
1982,New York,NY,36,21,13,US Senate,statewide,gen,FALSE,Florence M. Sullivan,-1,republican,FALSE,total,1415749,4967729,FALSE,20171011,-0.284989177,-1,0.284989177,R,Florence M. Sullivan (R) 28.5%<br>,28.5%,82
1982,New York,NY,36,21,13,US Senate,statewide,gen,FALSE,NA,4,NA,TRUE,total,232,4967729,FALSE,20171011,4.67014E-05,1,4.67014E-05,Other,NA (Other) 0%<br>,0%,82
1982,New York,NY,36,21,13,US Senate,statewide,gen,FALSE,Steven Wattenmaker,4,socialist workers,FALSE,total,15206,4967729,FALSE,20171011,0.003060956,1,0.003060956,Other,Steven Wattenmaker (Other) 0.3%<br>,0.3%,82
1982,New York,NY,36,21,13,US Senate,statewide,gen,FALSE,Florence M. Sullivan,4,conservative,FALSE,total,175650,4967729,FALSE,20171011,0.035358209,1,0.035358209,Other,Florence M. Sullivan (Other) 3.5%<br>,3.5%,82
1982,New York,NY,36,21,13,US Senate,statewide,gen,FALSE,Daniel P. Moynihan,4,liberal,FALSE,total,142275,4967729,FALSE,20171011,0.028639847,1,0.028639847,Other,Daniel P. Moynihan (Other) 2.9%<br>,2.9%,82
1982,New York,NY,36,21,13,US Senate,statewide,gen,FALSE,James j. McKeown,4,free libertarian,FALSE,total,23379,4967729,FALSE,20171011,0.004706175,1,0.004706175,Other,James j. McKeown (Other) 0.5%<br>,0.5%,82
1982,New York,NY,36,21,13,US Senate,statewide,gen,FALSE,Daniel P. Moynihan,2,democrat,FALSE,total,3089871,4967729,FALSE,20171011,0.621988639,1,0.621988639,D,Daniel P. Moynihan (D) 62.2%<br>,62.2%,82
1982,New York,NY,36,21,13,US Senate,statewide,gen,FALSE,Florence M. Sullivan,4,right to life,FALSE,total,105367,4967729,FALSE,20171011,0.021210295,1,0.021210295,Other,Florence M. Sullivan (Other) 2.1%<br>,2.1%,82
1982,North Dakota,ND,38,44,36,US Senate,statewide,gen,FALSE,Gene Knorr,-1,republican,FALSE,total,89304,262465,FALSE,20171011,-0.340251081,-1,0.340251081,R,Gene Knorr (R) 34%<br>,34%,82
1982,North Dakota,ND,38,44,36,US Senate,statewide,gen,FALSE,Anna B. Bourgois,4,"god, family, and country",FALSE,total,8288,262465,FALSE,20171011,0.031577544,1,0.031577544,Other,Anna B. Bourgois (Other) 3.2%<br>,3.2%,82
1982,North Dakota,ND,38,44,36,US Senate,statewide,gen,FALSE,Quentin N. Burdick,2,democrat,FALSE,total,164873,262465,FALSE,20171011,0.628171375,1,0.628171375,D,Quentin N. Burdick (D) 62.8%<br>,62.8%,82
1982,Ohio,OH,39,31,24,US Senate,statewide,gen,FALSE,Philip Herzing,4,libertarian,FALSE,total,36103,3395463,FALSE,20171011,0.010632718,1,0.010632718,L,Philip Herzing (L) 1.1%<br>,1.1%,82
1982,Ohio,OH,39,31,24,US Senate,statewide,gen,FALSE,Paul E. Pfeifer,-1,republican,FALSE,total,1396790,3395463,FALSE,20171011,-0.411369525,-1,0.411369525,R,Paul E. Pfeifer (R) 41.1%<br>,41.1%,82
1982,Ohio,OH,39,31,24,US Senate,statewide,gen,FALSE,Howard M. Metzenbaum,2,democrat,FALSE,total,1923767,3395463,FALSE,20171011,0.566569861,1,0.566569861,D,Howard M. Metzenbaum (D) 56.7%<br>,56.7%,82
1982,Ohio,OH,39,31,24,US Senate,statewide,gen,FALSE,Alicia Merel,3,independent,FALSE,total,38803,3395463,FALSE,20171011,0.011427897,1,0.011427897,I,Alicia Merel (I) 1.1%<br>,1.1%,82
1982,Pennsylvania,PA,42,23,14,US Senate,statewide,gen,FALSE,Liane Norman,4,consumer,FALSE,total,16530,3604108,FALSE,20171011,0.004586433,1,0.004586433,Other,Liane Norman (Other) 0.5%<br>,0.5%,82
1982,Pennsylvania,PA,42,23,14,US Senate,statewide,gen,FALSE,Kipp Miriam Dawson,4,socialist workers,FALSE,total,18951,3604108,FALSE,20171011,0.005258167,1,0.005258167,Other,Kipp Miriam Dawson (Other) 0.5%<br>,0.5%,82
1982,Pennsylvania,PA,42,23,14,US Senate,statewide,gen,FALSE,Cyril H. Wecht,2,democrat,FALSE,total,1412965,3604108,FALSE,20171011,0.392042913,1,0.392042913,D,Cyril H. Wecht (D) 39.2%<br>,39.2%,82
1982,Pennsylvania,PA,42,23,14,US Senate,statewide,gen,FALSE,John Heinz,-1,republican,FALSE,total,2136418,3604108,FALSE,20171011,-0.592773025,-1,0.592773025,R,John Heinz (R) 59.3%<br>,59.3%,82
1982,Pennsylvania,PA,42,23,14,US Senate,statewide,gen,FALSE,Barbara I. Karkutt,4,libertarian,FALSE,total,19244,3604108,FALSE,20171011,0.005339463,1,0.005339463,L,Barbara I. Karkutt (L) 0.5%<br>,0.5%,82
1982,Rhode Island,RI,44,15,5,US Senate,statewide,gen,FALSE,John H. Chafee,-1,republican,FALSE,total,175495,342778,FALSE,20171011,-0.511978598,-1,0.511978598,R,John H. Chafee (R) 51.2%<br>,51.2%,82
1982,Rhode Island,RI,44,15,5,US Senate,statewide,gen,FALSE,Julius C. Michaelson,2,democrat,FALSE,total,167283,342778,FALSE,20171011,0.488021402,1,0.488021402,D,Julius C. Michaelson (D) 48.8%<br>,48.8%,82
1982,Tennessee,TN,47,62,54,US Senate,statewide,gen,FALSE,Robin Beard,-1,republican,FALSE,total,479642,1259785,FALSE,20171011,-0.38073322,-1,0.38073322,R,Robin Beard (R) 38.1%<br>,38.1%,82
1982,Tennessee,TN,47,62,54,US Senate,statewide,gen,FALSE,NA,4,NA,TRUE,total,30,1259785,FALSE,20171011,2.38136E-05,1,2.38136E-05,Other,NA (Other) 0%<br>,0%,82
1982,Tennessee,TN,47,62,54,US Senate,statewide,gen,FALSE,Jim Sasser,2,democrat,FALSE,total,780113,1259785,FALSE,20171011,0.619242966,1,0.619242966,D,Jim Sasser (D) 61.9%<br>,61.9%,82
1982,Texas,TX,48,74,49,US Senate,statewide,gen,FALSE,Lineaus Hooper Lorette,4,citizens,FALSE,total,4564,3103167,FALSE,20171011,0.001470756,1,0.001470756,Other,Lineaus Hooper Lorette (Other) 0.1%<br>,0.1%,82
1982,Texas,TX,48,74,49,US Senate,statewide,gen,FALSE,NA,4,NA,TRUE,total,127,3103167,FALSE,20171011,4.09259E-05,1,4.09259E-05,Other,NA (Other) 0%<br>,0%,82
1982,Texas,TX,48,74,49,US Senate,statewide,gen,FALSE,Lloyd Bentsen,2,democrat,FALSE,total,1818223,3103167,FALSE,20171011,0.58592496,1,0.58592496,D,Lloyd Bentsen (D) 58.6%<br>,58.6%,82
1982,Texas,TX,48,74,49,US Senate,statewide,gen,FALSE,John E. Ford,4,libertarian,FALSE,total,23494,3103167,FALSE,20171011,0.007570975,1,0.007570975,L,John E. Ford (L) 0.8%<br>,0.8%,82
1982,Texas,TX,48,74,49,US Senate,statewide,gen,FALSE,Jim Collins,-1,republican,FALSE,total,1256759,3103167,FALSE,20171011,-0.404992384,-1,0.404992384,R,Jim Collins (R) 40.5%<br>,40.5%,82
1982,Utah,UT,49,87,67,US Senate,statewide,gen,FALSE,Lawrence R. Kauffman,4,american,FALSE,total,953,530802,FALSE,20171011,0.001795396,1,0.001795396,Other,Lawrence R. Kauffman (Other) 0.2%<br>,0.2%,82
1982,Utah,UT,49,87,67,US Senate,statewide,gen,FALSE,George Mercier,4,libertarian,FALSE,total,1035,530802,FALSE,20171011,0.00194988,1,0.00194988,L,George Mercier (L) 0.2%<br>,0.2%,82
1982,Utah,UT,49,87,67,US Senate,statewide,gen,FALSE,Orrin G. Hatch,-1,republican,FALSE,total,309332,530802,FALSE,20171011,-0.582763441,-1,0.582763441,R,Orrin G. Hatch (R) 58.3%<br>,58.3%,82
1982,Utah,UT,49,87,67,US Senate,statewide,gen,FALSE,Ted Wilson,2,democrat,FALSE,total,219482,530802,FALSE,20171011,0.413491283,1,0.413491283,D,Ted Wilson (D) 41.3%<br>,41.3%,82
1982,Vermont,VT,50,13,6,US Senate,statewide,gen,FALSE,Ion Laskaris,4,citizens,FALSE,total,897,168002,FALSE,20171011,0.005339222,1,0.005339222,Other,Ion Laskaris (Other) 0.5%<br>,0.5%,82
1982,Vermont,VT,50,13,6,US Senate,statewide,gen,FALSE,Robert T. Stafford,-1,republican,FALSE,total,84449,168002,FALSE,20171011,-0.502666635,-1,0.502666635,R,Robert T. Stafford (R) 50.3%<br>,50.3%,82
1982,Vermont,VT,50,13,6,US Senate,statewide,gen,FALSE,Jerry Levy,4,liberty union,FALSE,total,774,168002,FALSE,20171011,0.004607088,1,0.004607088,Other,Jerry Levy (Other) 0.5%<br>,0.5%,82
1982,Vermont,VT,50,13,6,US Senate,statewide,gen,FALSE,Bo Adlerbert,4,libertarian,FALSE,total,892,168002,FALSE,20171011,0.005309461,1,0.005309461,L,Bo Adlerbert (L) 0.5%<br>,0.5%,82
1982,Vermont,VT,50,13,6,US Senate,statewide,gen,FALSE,NA,4,NA,TRUE,total,187,168002,FALSE,20171011,0.001113082,1,0.001113082,Other,NA (Other) 0.1%<br>,0.1%,82
1982,Vermont,VT,50,13,6,US Senate,statewide,gen,FALSE,Michael Edward Hackett,3,independent,FALSE,total,1463,168002,FALSE,20171011,0.00870823,1,0.00870823,I,Michael Edward Hackett (I) 0.9%<br>,0.9%,82
1982,Vermont,VT,50,13,6,US Senate,statewide,gen,FALSE,James A. Guest,2,democrat,FALSE,total,79340,168002,FALSE,20171011,0.472256283,1,0.472256283,D,James A. Guest (D) 47.2%<br>,47.2%,82
1982,Virginia,VA,51,54,40,US Senate,statewide,gen,FALSE,"Paul S. Trible, Jr.",-1,republican,FALSE,total,724571,1415622,FALSE,20171011,-0.511839319,-1,0.511839319,R,"Paul S. Trible, Jr. (R) 51.2%<br>",51.2%,82
1982,Virginia,VA,51,54,40,US Senate,statewide,gen,FALSE,Richard J. (Dick) Davis,2,democrat,FALSE,total,690839,1415622,FALSE,20171011,0.488010924,1,0.488010924,D,Richard J. (Dick) Davis (D) 48.8%<br>,48.8%,82
1982,Virginia,VA,51,54,40,US Senate,statewide,gen,FALSE,NA,4,NA,TRUE,total,212,1415622,FALSE,20171011,0.000149757,1,0.000149757,Other,NA (Other) 0%<br>,0%,82
1982,Washington,WA,53,91,73,US Senate,statewide,gen,FALSE,King Lysen,3,independent,FALSE,total,72297,1368476,FALSE,20171011,0.052830302,1,0.052830302,I,King Lysen (I) 5.3%<br>,5.3%,82
1982,Washington,WA,53,91,73,US Senate,statewide,gen,FALSE,Jesse Chiang,3,independent,FALSE,total,20251,1368476,FALSE,20171011,0.014798213,1,0.014798213,I,Jesse Chiang (I) 1.5%<br>,1.5%,82
1982,Washington,WA,53,91,73,US Senate,statewide,gen,FALSE,Doug Jewett,-1,republican,FALSE,total,332273,1368476,FALSE,20171011,-0.242805135,-1,0.242805135,R,Doug Jewett (R) 24.3%<br>,24.3%,82
1982,Washington,WA,53,91,73,US Senate,statewide,gen,FALSE,Henry M. Jackson,2,democrat,FALSE,total,943655,1368476,FALSE,20171011,0.68956635,1,0.68956635,D,Henry M. Jackson (D) 69%<br>,69%,82
1982,West Virginia,WV,54,55,56,US Senate,statewide,gen,FALSE,William B. Hovland,4,socialist workers,FALSE,total,4234,565314,FALSE,20171011,0.007489643,1,0.007489643,Other,William B. Hovland (Other) 0.7%<br>,0.7%,82
1982,West Virginia,WV,54,55,56,US Senate,statewide,gen,FALSE,Cleve Benedict,-1,republican,FALSE,total,173910,565314,FALSE,20171011,-0.307634341,-1,0.307634341,R,Cleve Benedict (R) 30.8%<br>,30.8%,82
1982,West Virginia,WV,54,55,56,US Senate,statewide,gen,FALSE,Robert C. Byrd,2,democrat,FALSE,total,387170,565314,FALSE,20171011,0.684876016,1,0.684876016,D,Robert C. Byrd (D) 68.5%<br>,68.5%,82
1982,Wisconsin,WI,55,35,25,US Senate,statewide,gen,FALSE,Scott McCallum,-1,republican,FALSE,total,527355,1544883,FALSE,20171011,-0.341355947,-1,0.341355947,R,Scott McCallum (R) 34.1%<br>,34.1%,82
1982,Wisconsin,WI,55,35,25,US Senate,statewide,gen,FALSE,William Osborne Hart,4,labor and farm,FALSE,total,21807,1544883,FALSE,20171011,0.014115632,1,0.014115632,Other,William Osborne Hart (Other) 1.4%<br>,1.4%,82
1982,Wisconsin,WI,55,35,25,US Senate,statewide,gen,FALSE,William Proxmire,2,democrat,FALSE,total,983311,1544883,FALSE,20171011,0.63649545,1,0.63649545,D,William Proxmire (D) 63.6%<br>,63.6%,82
1982,Wisconsin,WI,55,35,25,US Senate,statewide,gen,FALSE,George Liljenfeldt,4,libertarian,FALSE,total,7947,1544883,FALSE,20171011,0.005144079,1,0.005144079,L,George Liljenfeldt (L) 0.5%<br>,0.5%,82
1982,Wisconsin,WI,55,35,25,US Senate,statewide,gen,FALSE,Sanford G. Knapp,4,constitution,FALSE,total,4463,1544883,FALSE,20171011,0.002888892,1,0.002888892,Other,Sanford G. Knapp (Other) 0.3%<br>,0.3%,82
1982,Wyoming,WY,56,83,68,US Senate,statewide,gen,FALSE,Malcolm Wallop,-1,republican,FALSE,total,94725,167191,FALSE,20171011,-0.566567578,-1,0.566567578,R,Malcolm Wallop (R) 56.7%<br>,56.7%,82
1982,Wyoming,WY,56,83,68,US Senate,statewide,gen,FALSE,Rodger McDaniel,2,democrat,FALSE,total,72466,167191,FALSE,20171011,0.433432422,1,0.433432422,D,Rodger McDaniel (D) 43.3%<br>,43.3%,82
1984,Alabama,AL,1,63,41,US Senate,statewide,gen,FALSE,Howell Heflin,2,democrat,FALSE,total,860535,1371234,FALSE,20171011,0.627562473,1,0.627562473,D,Howell Heflin (D) 62.8%<br>,62.8%,84
1984,Alabama,AL,1,63,41,US Senate,statewide,gen,FALSE,S. D. (Yana) Davis,4,libertarian,FALSE,total,12191,1371234,FALSE,20171011,0.008890532,1,0.008890532,L,S. D. (Yana) Davis (L) 0.9%<br>,0.9%,84
1984,Alabama,AL,1,63,41,US Senate,statewide,gen,FALSE,Albert Lee Smith,-1,republican,FALSE,total,498508,1371234,FALSE,20171011,-0.363546995,-1,0.363546995,R,Albert Lee Smith (R) 36.4%<br>,36.4%,84
1984,Alaska,AK,2,94,81,US Senate,statewide,gen,FALSE,John E. Havelock,2,democrat,FALSE,total,58804,206438,FALSE,20171011,0.284850657,1,0.284850657,D,John E. Havelock (D) 28.5%<br>,28.5%,84
1984,Alaska,AK,2,94,81,US Senate,statewide,gen,FALSE,Other,4,,FALSE,total,715,206438,FALSE,20171011,0.00346351,1,0.00346351,Other,Other (Other) 0.3%<br>,0.3%,84
1984,Alaska,AK,2,94,81,US Senate,statewide,gen,FALSE,Ted Stevens,-1,republican,FALSE,total,146919,206438,FALSE,20171011,-0.711685833,-1,0.711685833,R,Ted Stevens (R) 71.2%<br>,71.2%,84
1984,Arkansas,AR,5,71,42,US Senate,statewide,gen,FALSE,David Pryor,2,democrat,FALSE,total,502341,875956,FALSE,20171011,0.573477435,1,0.573477435,D,David Pryor (D) 57.3%<br>,57.3%,84
1984,Arkansas,AR,5,71,42,US Senate,statewide,gen,FALSE,Ed Bethune,-1,republican,FALSE,total,373615,875956,FALSE,20171011,-0.426522565,-1,0.426522565,R,Ed Bethune (R) 42.7%<br>,42.7%,84
1984,Colorado,CO,8,84,62,US Senate,statewide,gen,FALSE,"William L. ""Bill"" Armstrong",-1,republican,FALSE,total,833821,1297809,FALSE,20171011,-0.642483601,-1,0.642483601,R,"William L. ""Bill"" Armstrong (R) 64.2%<br>",64.2%,84
1984,Colorado,CO,8,84,62,US Senate,statewide,gen,FALSE,David Martin,4,socialist workers,FALSE,total,2208,1297809,FALSE,20171011,0.001701329,1,0.001701329,Other,David Martin (Other) 0.2%<br>,0.2%,84
1984,Colorado,CO,8,84,62,US Senate,statewide,gen,FALSE,Nancy Dick,2,democrat,FALSE,total,449327,1297809,FALSE,20171011,0.346219667,1,0.346219667,D,Nancy Dick (D) 34.6%<br>,34.6%,84
1984,Colorado,CO,8,84,62,US Senate,statewide,gen,FALSE,Craig Green,4,libertarian,FALSE,total,11077,1297809,FALSE,20171011,0.008535154,1,0.008535154,L,Craig Green (L) 0.9%<br>,0.9%,84
1984,Colorado,CO,8,84,62,US Senate,statewide,gen,FALSE,Earl Higgerson,4,prohibition,FALSE,total,1376,1297809,FALSE,20171011,0.001060248,1,0.001060248,Other,Earl Higgerson (Other) 0.1%<br>,0.1%,84
1984,Delaware,DE,10,51,11,US Senate,statewide,gen,FALSE,Joseph R. Biden Jr.,2,democrat,FALSE,total,147831,245932,FALSE,20171011,0.601105184,1,0.601105184,D,Joseph R. Biden Jr. (D) 60.1%<br>,60.1%,84
1984,Delaware,DE,10,51,11,US Senate,statewide,gen,FALSE,John M. Burris,-1,republican,FALSE,total,98101,245932,FALSE,20171011,-0.398894816,-1,0.398894816,R,John M. Burris (R) 39.9%<br>,39.9%,84
1984,Georgia,GA,13,58,44,US Senate,statewide,gen,FALSE,Mike Hicks,-1,republican,FALSE,total,337196,1681344,FALSE,20171011,-0.200551464,-1,0.200551464,R,Mike Hicks (R) 20.1%<br>,20.1%,84
1984,Georgia,GA,13,58,44,US Senate,statewide,gen,FALSE,Other,4,,FALSE,total,44,1681344,FALSE,20171011,2.61695E-05,1,2.61695E-05,Other,Other (Other) 0%<br>,0%,84
1984,Georgia,GA,13,58,44,US Senate,statewide,gen,FALSE,Sam Nunn,2,democrat,FALSE,total,1344104,1681344,FALSE,20171011,0.799422367,1,0.799422367,D,Sam Nunn (D) 79.9%<br>,79.9%,84
1984,Idaho,ID,16,82,63,US Senate,statewide,gen,FALSE,Peter M. Busch,2,democrat,FALSE,total,105591,406168,FALSE,20171011,0.259968781,1,0.259968781,D,Peter M. Busch (D) 26%<br>,26%,84
1984,Idaho,ID,16,82,63,US Senate,statewide,gen,FALSE,Donald B. Billings,4,libertarian,FALSE,total,7384,406168,FALSE,20171011,0.018179669,1,0.018179669,L,Donald B. Billings (L) 1.8%<br>,1.8%,84
1984,Idaho,ID,16,82,63,US Senate,statewide,gen,FALSE,James A. McClure,-1,republican,FALSE,total,293193,406168,FALSE,20171011,-0.721851549,-1,0.721851549,R,James A. McClure (R) 72.2%<br>,72.2%,84
1984,Illinois,IL,17,33,21,US Senate,statewide,gen,FALSE,Nelson Gonzalez,4,socialist workers,FALSE,total,4913,4787335,FALSE,20171011,0.001026249,1,0.001026249,Other,Nelson Gonzalez (Other) 0.1%<br>,0.1%,84
1984,Illinois,IL,17,33,21,US Senate,statewide,gen,FALSE,Other,4,,FALSE,total,273,4787335,FALSE,20171011,5.70255E-05,1,5.70255E-05,Other,Other (Other) 0%<br>,0%,84
1984,Illinois,IL,17,33,21,US Senate,statewide,gen,FALSE,Charles H. Percy,-1,republican,FALSE,total,2308039,4787335,FALSE,20171011,-0.482113535,-1,0.482113535,R,Charles H. Percy (R) 48.2%<br>,48.2%,84
1984,Illinois,IL,17,33,21,US Senate,statewide,gen,FALSE,Steven I. Givot,4,libertarian,FALSE,total,59777,4787335,FALSE,20171011,0.012486488,1,0.012486488,L,Steven I. Givot (L) 1.2%<br>,1.2%,84
1984,Illinois,IL,17,33,21,US Senate,statewide,gen,FALSE,Paul Simon,2,democrat,FALSE,total,2397165,4787335,FALSE,20171011,0.500730573,1,0.500730573,D,Paul Simon (D) 50.1%<br>,50.1%,84
1984,Illinois,IL,17,33,21,US Senate,statewide,gen,FALSE,Marjorie H. Pries,4,citizens,FALSE,total,12366,4787335,FALSE,20171011,0.002583066,1,0.002583066,Other,Marjorie H. Pries (Other) 0.3%<br>,0.3%,84
1984,Illinois,IL,17,33,21,US Senate,statewide,gen,FALSE,Ishmael Flory,4,communist,FALSE,total,4802,4787335,FALSE,20171011,0.001003063,1,0.001003063,Other,Ishmael Flory (Other) 0.1%<br>,0.1%,84
1984,Iowa,IA,19,42,31,US Senate,statewide,gen,FALSE,Roger W. Jepsen,-1,republican,FALSE,total,564381,1292700,FALSE,20171011,-0.436590856,-1,0.436590856,R,Roger W. Jepsen (R) 43.7%<br>,43.7%,84
1984,Iowa,IA,19,42,31,US Senate,statewide,gen,FALSE,Garry De Young,3,independent,FALSE,total,11014,1292700,FALSE,20171011,0.008520152,1,0.008520152,I,Garry De Young (I) 0.9%<br>,0.9%,84
1984,Iowa,IA,19,42,31,US Senate,statewide,gen,FALSE,Other,4,,FALSE,total,422,1292700,FALSE,20171011,0.000326449,1,0.000326449,Other,Other (Other) 0%<br>,0%,84
1984,Iowa,IA,19,42,31,US Senate,statewide,gen,FALSE,Tom Harkin,2,democrat,FALSE,total,716883,1292700,FALSE,20171011,0.554562544,1,0.554562544,D,Tom Harkin (D) 55.5%<br>,55.5%,84
1984,Kansas,KS,20,47,32,US Senate,statewide,gen,FALSE,James R. Maher,2,democrat,FALSE,total,211664,996729,FALSE,20171011,0.212358625,1,0.212358625,D,James R. Maher (D) 21.2%<br>,21.2%,84
1984,Kansas,KS,20,47,32,US Senate,statewide,gen,FALSE,Freda H. Steele,4,prohibition,FALSE,total,4610,996729,FALSE,20171011,0.004625129,1,0.004625129,Other,Freda H. Steele (Other) 0.5%<br>,0.5%,84
1984,Kansas,KS,20,47,32,US Senate,statewide,gen,FALSE,Marian Ruck Jackson,4,american,FALSE,total,6918,996729,FALSE,20171011,0.006940703,1,0.006940703,Other,Marian Ruck Jackson (Other) 0.7%<br>,0.7%,84
1984,Kansas,KS,20,47,32,US Senate,statewide,gen,FALSE,Douglas N. Merritt,4,libertarian,FALSE,total,6755,996729,FALSE,20171011,0.006777168,1,0.006777168,L,Douglas N. Merritt (L) 0.7%<br>,0.7%,84
1984,Kansas,KS,20,47,32,US Senate,statewide,gen,FALSE,Lucille Bieger,4,communist,FALSE,total,9380,996729,FALSE,20171011,0.009410783,1,0.009410783,Other,Lucille Bieger (Other) 0.9%<br>,0.9%,84
1984,Kansas,KS,20,47,32,US Senate,statewide,gen,FALSE,Nancy Landon Kassebaum,-1,republican,FALSE,total,757402,996729,FALSE,20171011,-0.759887592,-1,0.759887592,R,Nancy Landon Kassebaum (R) 76%<br>,76%,84
1984,Kentucky,KY,21,61,51,US Senate,statewide,gen,FALSE,Walter (Dee) Huddleston,2,democrat,FALSE,total,639721,1292407,FALSE,20171011,0.494984165,1,0.494984165,D,Walter (Dee) Huddleston (D) 49.5%<br>,49.5%,84
1984,Kentucky,KY,21,61,51,US Senate,statewide,gen,FALSE,Dave Welters,4,socialist workers,FALSE,total,7696,1292407,FALSE,20171011,0.00595478,1,0.00595478,Other,Dave Welters (Other) 0.6%<br>,0.6%,84
1984,Kentucky,KY,21,61,51,US Senate,statewide,gen,FALSE,Mitch McConnell,2,democrat,FALSE,total,644990,1292407,FALSE,20171011,0.499061054,1,0.499061054,D,Mitch McConnell (D) 49.9%<br>,49.9%,84
1984,Louisiana,LA,22,72,45,US Senate,statewide,gen,FALSE,J. Bennett Johnston Jr.,2,democrat,FALSE,total,1,1,FALSE,20171011,1,1,1,D,J. Bennett Johnston Jr. (D) 100%<br>,100%,84
1984,Maine,ME,23,11,2,US Senate,statewide,gen,FALSE,P. Ann Stoddard,4,constitutionalist,FALSE,total,4338,551406,FALSE,20171011,0.007867161,1,0.007867161,Other,P. Ann Stoddard (Other) 0.8%<br>,0.8%,84
1984,Maine,ME,23,11,2,US Senate,statewide,gen,FALSE,William S. Cohen,-1,republican,FALSE,total,404414,551406,FALSE,20171011,-0.733423285,-1,0.733423285,R,William S. Cohen (R) 73.3%<br>,73.3%,84
1984,Maine,ME,23,11,2,US Senate,statewide,gen,FALSE,Elizabeth H. Mitchell,2,democrat,FALSE,total,142626,551406,FALSE,20171011,0.258658774,1,0.258658774,D,Elizabeth H. Mitchell (D) 25.9%<br>,25.9%,84
1984,Maine,ME,23,11,2,US Senate,statewide,gen,FALSE,Other,4,,FALSE,total,28,551406,FALSE,20171011,5.07793E-05,1,5.07793E-05,Other,Other (Other) 0%<br>,0%,84
1984,Massachusetts,MA,25,14,3,US Senate,statewide,gen,FALSE,Other,4,,FALSE,total,408,2530471,FALSE,20171011,0.000161235,1,0.000161235,Other,Other (Other) 0%<br>,0%,84
1984,Massachusetts,MA,25,14,3,US Senate,statewide,gen,FALSE,John F. Kerry,2,democrat,FALSE,total,1393150,2530471,FALSE,20171011,0.55054968,1,0.55054968,D,John F. Kerry (D) 55.1%<br>,55.1%,84
1984,Massachusetts,MA,25,14,3,US Senate,statewide,gen,FALSE,Raymond Shamie,-1,republican,FALSE,total,1136913,2530471,FALSE,20171011,-0.449289085,-1,0.449289085,R,Raymond Shamie (R) 44.9%<br>,44.9%,84
1984,Michigan,MI,26,34,23,US Senate,statewide,gen,FALSE,Lynn Johnston,4,libertarian,FALSE,total,7786,3700938,FALSE,20171011,0.002103791,1,0.002103791,L,Lynn Johnston (L) 0.2%<br>,0.2%,84
1984,Michigan,MI,26,34,23,US Senate,statewide,gen,FALSE,Max Dean,3,independent,FALSE,total,2135,3700938,FALSE,20171011,0.000576881,1,0.000576881,I,Max Dean (I) 0.1%<br>,0.1%,84
1984,Michigan,MI,26,34,23,US Senate,statewide,gen,FALSE,Arthur Richard Tisch,4,tisch independent citizens,FALSE,total,22882,3700938,FALSE,20171011,0.006182757,1,0.006182757,Other,Arthur Richard Tisch (Other) 0.6%<br>,0.6%,84
1984,Michigan,MI,26,34,23,US Senate,statewide,gen,FALSE,Other,4,,FALSE,total,23,3700938,FALSE,20171011,6.21464E-06,1,6.21464E-06,Other,Other (Other) 0%<br>,0%,84
1984,Michigan,MI,26,34,23,US Senate,statewide,gen,FALSE,Carl Levin,2,democrat,FALSE,total,1915831,3700938,FALSE,20171011,0.517660928,1,0.517660928,D,Carl Levin (D) 51.8%<br>,51.8%,84
1984,Michigan,MI,26,34,23,US Senate,statewide,gen,FALSE,Samuel L. Webb,4,communist,FALSE,total,1196,3700938,FALSE,20171011,0.000323161,1,0.000323161,Other,Samuel L. Webb (Other) 0%<br>,0%,84
1984,Michigan,MI,26,34,23,US Senate,statewide,gen,FALSE,William Roundtree,4,workers world,FALSE,total,2279,3700938,FALSE,20171011,0.00061579,1,0.00061579,Other,William Roundtree (Other) 0.1%<br>,0.1%,84
